artist_familiarity;artist_hotttnesss;artist_id;idx_artist_mbtags;artist_name;loudness;song_id;tempo;song_hotttnesss;time_signature;title;key
b'0.43002498682970675';b'0.35303405577540575';b'ARBH0MS1187FB36311';b'0';b'Sir Neville Marriner';b'-16.753';b'SOVGBEK12A8C134E04';b'100.349';b'nan';b'1';b'4 Sea Interludes Op. 33a: Storm';b'4'
b'0.8159234203436856';b'0.5551383219226409';b'ARUZRFN1187B98AC05';b'0';b'Bone Thugs-N-Harmony / Akon';b'-6.933';b'SOBOCAG12A6BD55D56';b'154.09';b'0.5578803889070679';b'4';b'Never Forget Me';b'1'
b'0.69300920358103';b'0.49866887479608674';b'ARD5K161187B9AC784';b'0';b'Orbital';b'-6.531';b'SOFSKON12A8C13B3B5';b'125.975';b'0.6885218441194627';b'4';b'Illuminate';b'0'
b'0.8470816882436729';b'0.6250804809743595';b'ARZWK2R1187B98F09F';b'0';b'Rise Against';b'-3.803';b'SOSKUNI12AB0187F12';b'186.254';b'0.696469436584313';b'4';b'Amber Changing';b'4'
b'0.47736475248353516';b'0.33750728916593725';b'ARCCRTI11F4C845308';b'0';b'White Heart';b'-9.998';b'SOVJXVJ12A8C13517D';b'113.277';b'0.26586104921065007';b'4';b'Where The Thunder Roars (Tales Of Wonder Album Version)';b'5'
b'0.44316239759770826';b'0.3004544598123077';b'ARRC2JF1187B9B6A93';b'0';b'Bruce Rowland';b'-26.266';b'SOIJXXM12A8C1416D6';b'115.642';b'0.0';b'4';b'Rosemary Recalls';b'7'
b'0.7446412459327763';b'0.5799889824287546';b'ARNLO5S1187B9B80CC';b'0';b'Van Halen';b'-4.865';b'SOLRYQR12A670215BF';b'140.995';b'0.8244821296824321';b'1';b'Panama (Remastered Album Version)';b'8'
b'0.43588984708830425';b'0.26803783963074496';b'ARKPDBH1242077DEB1';b'0';b'Murskahumppa';b'-8.488';b'SOIRNBO12AC468D207';b'110.787';b'nan';b'3';b'Ota kiinni';b'7'
b'0.6178701163443497';b'0.36366811024462387';b'ARNVH8S1187FB52F86';b'0';b'Heavy D / McGruff';b'-9.161';b'SOFZCTA12AB0188D8F';b'96.979';b'0.23773394162247466';b'4';b'Wanna Be A Player';b'5'
b'0.4004335134580979';b'0.26627528554651025';b'ARNIFX51187FB418EA';b'0';b'Xcultures';b'-6.305';b'SOHMMMC12AB0181C42';b'125.013';b'0.1992382620006783';b'4';b'Sudanese Dance';b'1'
b'0.7111657865776896';b'0.46682699252718746';b'ARBJSO81187B9BA09B';b'0';b'Soda Stereo';b'-9.603';b'SOSBDSF12AB0189007';b'112.903';b'0.6261657596688281';b'4';b'Entre Can\xc3\xadbales';b'7'
b'0.7788167165625715';b'0.5542914890128156';b'AR06EB01187FB40150';b'0';b'NOFX';b'-7.787';b'SOPIKEG12A58291636';b'152.622';b'0.6712360269845353';b'4';b'Stickin In My Eye';b'4'
b'0.46017132366610164';b'0.18931487775261457';b'ARK4H5K1187B992F74';b'0';b'Taras';b'-5.884';b'SOXZXXV12AAF3B3A67';b'127.97';b'nan';b'4';"b""I Will Love Again (JJ's Club Radio)""";b'11'
b'0.49544592177023467';b'0.294861261887382';b'ARDD1RC1187B9B52B4';b'0';b'Jacob Young';b'-19.478';b'SOOGFBZ12AC3DF7FF2';b'89.667';b'0.0';b'4';b'In A Subtle Way';b'1'
b'0.8148296561331122';b'0.7357656929506414';b'ARFCUN31187B9AD578';b'0';b'The Rolling Stones';b'-10.358';b'SONQBUB12A6D4F8ED0';b'139.333';b'0.8344926198909054';b'1';b'Angie (1993 Digital Remaster)';b'9'
b'0.5697411522818971';b'0.41224060053560735';b'AROEL1B1187B988B90';b'0';b'Lost Boyz';b'-11.043';b'SOFHBAR12A6701D0FE';b'90.218';b'0.4051157216913865';b'4';b'Certain Things We Do';b'7'
b'0.6610801676039384';b'0.4427658420289504';b'ARV1JVD1187B9AD195';b'0';b'Loudon Wainwright III';b'-15.663';b'SOINBCU12A6D4F94C0';b'102.428';b'0.5101193140330347';b'4';b'Human Cannonball';b'3'
b'0.5906929179471623';b'0.45281783769711387';b'AR5U94U1187FB5CDCF';b'0';b'John Hammond';b'-10.7';b'SOTSETT12AB01863B8';b'123.142';b'nan';b'4';"b""I Can't Be Satisfied""";b'7'
b'0.5040756699303163';b'0.3345773601190987';b'AR6IRG41187B9A4D98';b'0';b'Ec8or';b'-9.493';b'SOEPPKB12AB018418B';b'95.596';b'nan';b'4';b'Cocain Ducks';b'10'
b'0.4823560425909108';b'0.3500785789894733';b'AR6YDKV1187B989230';b'0';b'Roberto Torres';b'-12.716';b'SOHGKJW12AC468A8BD';b'117.271';b'0.0';b'4';b'Sabor Guajiro';b'0'
b'0.6653221619060184';b'0.3942171989010042';b'ARRJNTE1187FB44E12';b'0';b'Casiotone For The Painfully Alone';b'-10.93';b'SOTUNMH12A6D4FA3E6';b'141.919';b'0.7858922883883538';b'4';b'Nashville Parthenon';b'0'
b'0.5975412179723806';b'0.38265197113973687';b'ARXUT4W1187FB48BEB';b'0';b'Javier Navarrete';b'-17.699';b'SORSECL12AB0182267';b'90.932';b'0.3943948561005826';b'3';b'Midnight Swim';b'3'
b'0.632559542284651';b'0.41168895978577885';b'ARNQAVF11F4C844C04';b'0';b'Despina Vandi';b'-8.879';b'SOVXMTN12A8C135A18';b'128.292';b'nan';b'4';b'OUTE ENA EFHARISTO';b'8'
b'0.7011808736075507';b'0.4666288889016846';b'AR7TTS41187B9B42D3';b'0';b'R.L. Burnside';b'-6.944';b'SOTWVQT12A58A79650';b'89.984';b'0.48213758506501503';b'4';b'Glory Be';b'2'
b'0.7337989404362274';b'0.544257505724526';b'ART3O5Z1187B9AB043';b'0';b'Stevie Ray Vaughan';b'-7.805';b'SOTSEJY12AB0180F56';b'116.721';b'nan';b'4';b'Crossfire';b'1'
b'0.8093237930019529';b'0.48801984168567314';b'ARPQ4Z01187FB3A736';b'0';b'Butthole Surfers';b'-9.063';b'SOJXVAH12A8C139700';b'130.586';b'0.593943075901947';b'4';"b'Barking Dogs (From ""Piouhgd"")'";b'4'
b'0.717670524728552';b'0.4793084593382274';b'ARS1OWB1187B99EEAD';b'0';b'The New York Dolls';b'-9.253';b'SOGKIWV12A6D4F86C4';b'154.953';b'0.5616924111789523';b'1';b'Human Being';b'11'
b'0.6686745328613157';b'0.4675384440100101';b'ARWYVP51187B98C516';b'0';b'The Suicide Machines';b'-2.022';b'SONYRZV12AB018AF70';b'115.887';b'0.5287824809425877';b'4';b'Burning In The Aftermath';b'2'
b'0.6697261875661445';b'0.42791424698295477';b'ARGMXQW1187FB54C34';b'0';b'Eliane Elias';b'-12.009';b'SOPHYIS12AAF3B35A3';b'86.091';b'0.4348380902608562';b'5';b'The More I See You';b'7'
b'0.5278650761586818';b'0.3931219335710068';b'ARLGWFM1187FB4AC9F';b'0';"b""Scarlet's Remains""";b'-7.469';b'SOMSBGZ12AB018C4CB';b'115.061';b'0.450992311636255';b'4';b'Spin';b'7'
b'0.6319466659983671';b'0.3807045358244573';b'AR89DTT1187B9A7ED5';b'0';b'Suzanne Ciani';b'-21.552';b'SOMZCVH12AB0182B8E';b'106.33';b'0.4159831182884585';b'4';b'Stream';b'7'
b'0.6539378209700205';b'0.3968558693253486';b'ARMD0G81187B99A519';b'0';b'Vickie Winans';b'-8.686';b'SONXJBL12AAF3B2C0C';b'107.961';b'nan';b'4';b'Make Me Over';b'11'
b'0.7510076200369779';b'0.5236990777653908';b'ARDGB6U1187FB3AD07';b'0';b'Eurythmics';b'-6.629';b'SOGNQWU12A8AE4868F';b'84.164';b'0.38293509007501925';b'4';b'Tous Les Gar\xc3\xa7ons Et Les Filles';b'0'
b'0.6683706115518646';b'0.45755390983649336';b'AR0VZWC1187B99BA57';b'0';b'The Berzerker';b'-6.222';b'SOYWZTU12AB0180E26';b'174.287';b'0.0';b'3';b'Deform (live)';b'1'
b'0.4114210482617737';b'0.3384148184832545';b'ARINEWW1187FB5577E';b'0';b'Perrey And Kingsley';b'-8.541';b'SOXIATP12AAF3B2184';b'102.538';b'0.4348380902608562';b'4';b'Spooks In Space';b'0'
b'0.40745564385201366';b'0.30004649036641506';b'ARZKRD01187FB45FD2';b'0';b'Edith Lefel';b'-4.638';b'SOTNTNJ12AAA15FBD6';b'101.972';b'0.0';b'4';"b""An ti chans'""";b'0'
b'0.6400483571565447';b'0.40439264015477133';b'AR8W8DN1187FB35ED0';b'0';b'The Germs';b'-11.506';b'SOCPRKM12AB018A2FD';b'133.144';b'nan';b'1';b'Forming';b'11'
b'0.643182772912233';b'0.500691340913453';b'AR3793X1187FB50CB3';b'0';b'Chris Rea';b'-8.531';b'SODHVES12A6701CE6B';b'180.149';b'0.767727748373397';b'4';b'Driving Home For Christmas';b'9'
b'0.3977728757878008';b'0.38347574490669173';b'ARUWLCL1187FB549B8';b'0';b'Yamandu Costa';b'-14.179';b'SOFGHAM12AB0186412';b'205.317';b'nan';b'4';b'Mafu\xc3\xa1';b'2'
b'0.8457688664485438';b'0.7888059351620142';b'ARF2EHS1187B994F4E';b'0';b'Kings Of Leon';b'-5.907';b'SOLGHDZ12AB0183B11';b'116.823';b'0.6859402266976852';b'4';b'Wicker Chair';b'0'
b'0.548585130198109';b'0.3835242473277272';b'AR2J2WF1187FB46271';b'0';b'Francis Dunnery';b'-13.33';b'SOYQOFI12A6D4F76E1';b'124.175';b'0.6104742577715245';b'4';b'Too Much Saturn';b'7'
b'0.7493178009614533';b'0.48165586241245567';b'ARUI8651187B9ACF52';b'0';b'John Cale';b'-12.412';b'SOVOLGY12A6D4F822B';b'137.004';b'0.2265553139555314';b'1';b'Movement 4 [from Kiss] (Album Version)';b'7'
b'0.48800888180325214';b'0.3140117898326241';b'AR77FBJ1187FB49D8D';b'0';b'Rance Allen Group';b'-12.779';b'SOCGURJ12AB0182AEE';b'111.316';b'nan';b'1';b'Heaven is Where The Heart Is';b'7'
b'0.7379725284001423';b'0.555968803751809';b'ARAEX7Y1187FB42D36';b'0';b'Toni Braxton Featuring Shaggy';b'-5.21';b'SOEXSIN12A8C133B0A';b'149.94';b'nan';b'4';b'Christmas In Jamaica';b'0'
b'0.48004781937147645';b'0.30660364129709755';b'ARTB56G11C8A41569D';b'0';b'Sven Tasnadi';b'-12.28';b'SOLGRUN12A8C140543';b'122.967';b'nan';b'4';b'2190 Dias Contigo';b'7'
b'0.20107755968165753';b'0.0';b'ARTHKKA122BCFCBF58';b'0';b'Milan Band';b'-9.414';b'SOMJPML12A8C13D74E';b'128.598';b'nan';b'5';b'Ciao Milan';b'8'
b'0.6226841673398639';b'0.36223874670184913';b'AR0GGKI1187FB391D5';b'0';b'Eddie';b'-9.748';b'SOQCHGV12AC4688FC6';b'142.024';b'nan';b'4';b'No Control';b'9'
b'0.6187657854861481';b'0.40913486879748406';b'ARJDMBO1187B9AD118';b'0';b'Johnny Osbourne';b'-9.741';b'SOCVDYI12AC4687DDB';b'163.445';b'0.0';b'4';b'Lend Me Your Chopper';b'3'
b'0.6319466659983671';b'0.3807045358244573';b'AR89DTT1187B9A7ED5';b'0';b'Suzanne Ciani';b'-23.988';b'SOAFIPD12A8C13A261';b'139.189';b'0.6085000789194116';b'3';b'Mozart';b'2'
b'0.5934160487797832';b'0.39570954770762196';b'ARZEWUR1187FB53DC8';b'0';b'Enthroned';b'-4.878';b'SOXCWTT12AC9075756';b'135.535';b'0.5430528641992896';b'7';b'The Vitalized Shell';b'2'
b'0.7073356812574015';b'0.6038764869181625';b'ARYJSY01187B9B7C65';b'0';b'Dolly Parton';b'-11.965';b'SOEVGMZ12A8C1421B5';b'114.027';b'nan';b'3';b'Letter To Heaven';b'7'
b'0.5306057979398598';b'0.35032760522744555';b'ARK2G5U1187FB46B34';b'0';b'Perrey And Kingsley';b'-12.717';b'SOTSMNJ12AB018365E';b'135.78';b'0.4444017145228514';b'4';b'Gossippo Perpetuo';b'0'
b'0.8260754666985954';b'0.5996026426495992';b'ARLSF8H1187B9A76B0';b'0';b'Dimmu Borgir';b'-4.2';b'SOJBYGW12A8C13A497';b'140.458';b'nan';b'3';b'Master Of Disharmony';b'6'
b'0.5391811881610101';b'0.276702624728755';b'AR4K59J1187FB3759B';b'0';b'Soular';b'-6.885';b'SOWDEPU12A8C137B14';b'146.577';b'0.23584620327944406';b'5';b'Everything Changes';b'6'
b'0.8926886114037278';b'0.8521862384017338';b'ARXOTQH1187FB57084';b'0';b'Chris Brown';b'-4.376';b'SOSGQPS12A8AE48538';b'139.998';b'nan';b'4';b'Forever';b'1'
b'0.34901200212977335';b'0.0';b'ARFUSID1241B9C9462';b'0';b'Daniela Dess\xc3\xac';b'-12.279';b'SOBNTXB12A8C1428BA';b'140.334';b'nan';b'4';b'New Age';b'2'
b'0.3323308822129398';b'0.0';b'ARMG6K31187FB55677';b'0';b'Deekline & Wizard';b'-6.947';b'SOKENJQ12AB017EC8C';b'90.648';b'0.319565986882865';b'3';b'Sun Is Shining';b'0'
b'0.7613622384458618';b'0.4671106485845494';b'AR56P361187B9AC4DB';b'0';b'Gary Moore';b'-6.951';b'SOJHKYL12A6D4FA0AC';b'153.862';b'0.4471357962861778';b'4';b'What Are We Here For';b'2'
b'0.33697042752391904';b'0.0';b'ARBKMHZ11F4C843491';b'0';b'Dakis';b'-8.46';b'SONTBYD12A58A77A29';b'66.765';b'nan';b'1';b'Perasmena Mesanihta';b'2'
b'0.4644812815410222';b'0.0';b'ARDDHGI126E2B3AA76';b'0';b'Pascal Sangla';b'-14.737';b'SOJVWBA12AB018C326';b'93.238';b'0.0';b'4';b'Une petite pause';b'9'
b'0.6815985531460305';b'0.5375372013052252';b'ARVML631187B99E90D';b'0';"b""The B-52's""";b'-9.628';b'SONRSQW12A6D4F6D1C';b'124.086';b'0.7140465527721864';b'4';b'Wig';b'0'
b'0.6849948965806557';b'0.41551708285972627';b'ARDG9Z71187B997023';b'0';b'Public Image Ltd';b'-16.433';b'SOQDTQP12A6D4F793F';b'132.506';b'0.263969820176701';b'4';b'(This Is Not A) Love Song (Live)';b'0'
b'0.7311842304128983';b'0.5492043838770254';b'ARD3LXU1187B9ABFC5';b'0';b'Sex Pistols';b'-3.736';b'SOMKMPB12A8C1447D0';b'145.518';b'0.4137398358601097';b'4';b'God Save the Queen (Live)';b'9'
b'0.6553591154261498';b'0.40503129793646875';b'ARY80281187FB3E380';b'0';b'Sandi Thom';b'-4.332';b'SOBJYXZ12A8AE45FF1';b'82.205';b'0.41967427880955327';b'4';b'Wounded Hearts';b'4'
b'0.7870983554809389';b'0.6344123849303008';b'ARDIBRT1187B9AF176';b'0';b'Led Zeppelin';b'-10.7';b'SOFOGMR12A8C140FFF';b'210.8';b'0.3127699195304257';b'7';b'Poor Tom (Album Version)';b'1'
b'0.4217922530276164';b'0.31920972076720344';b'AR0OEYB1187FB4A81E';b'0';b'Catherine Howe';b'-11.428';b'SOGGYSM12A58A79111';b'172.337';b'0.0';b'4';b'Freedom Enough (From Silent Mother Nature)';b'4'
b'0.6685094471094317';b'0.5065453194851007';b'ARSZ6MA1187FB43D29';b'0';b'The Notorious B.I.G.';b'-5.934';b'SOLCPEB12A58A7BF47';b'91.69';b'0.2742817042441851';b'4';b'Who Shot Ya (Amended Album Version)';b'4'
b'0.30552362799121063';b'0.25749632817123713';b'ARXSPYZ1187B98972A';b'0';b'Carl Belew';b'-15.672';b'SOGJSEF12AB01847D4';b'121.563';b'nan';b'1';"b""Love's Been Good To Me""";b'4'
b'0.6054242899248758';b'0.4092921169313016';b'ARR2TI31187FB380FE';b'0';b'The Field Mice';b'-15.54';b'SOCVGQS12A8C13D7DF';b'162.682';b'0.5316127691991754';b'4';b'When Morning Comes To Town';b'3'
b'0.4266838138087468';b'0.3331545078233844';b'ARNILB71187B99EC88';b'0';b'Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas';b'-14.621';b'SOGVRHK12A8AE47FFB';b'106.219';b'nan';b'1';b'Estate';b'11'
b'0.06257076333095579';b'0.23313168694832853';b'ARQCMZ01187B99342C';b'0';b'The Secret Life of Teenage Girls';b'-8.798';b'SOGBRIU12A582A214C';b'88.935';b'0.19473522935003107';b'4';b'Carpe PM';b'0'
b'0.372484250206441';b'0.35889349318498354';b'ARHNL9K1187FB5730C';b'0';b'Stephy Tang';b'-7.225';b'SOXSLOL12AB0188039';b'105.196';b'nan';b'1';b'Leng Jing';b'4'
b'0.5599914150758433';b'0.36290298564883927';b'AR6QQY41187B990574';b'0';b'Danny Wilson';b'-7.928';b'SOFHQCR12A8C138A74';b'196.034';b'nan';b'4';b'The Second Summer Of Love';b'7'
b'0.26471398656972184';b'0.0';b'AR4OHL91187B9B2EB9';b'0';b'Angela Dimitriou';b'-9.28';b'SORWMLD12A8C137D1A';b'124.177';b'nan';b'4';b'Ftei O Erotas';b'9'
b'0.6251576540575006';b'0.3597572438501757';b'AREHMUC1187B98B91B';b'0';b'Java';b'-7.598';b'SOYUFEN12AB018BF99';b'130.861';b'nan';b'4';"b""Don't Phunk With My Heart""";b'1'
b'0.5307914886875551';b'0.431839300933593';b'ARVMPJC1187FB3B954';b'0';"b""Pe'z""";b'-7.605';b'SOWHAEF12A8C13EF0C';b'75.955';b'nan';b'5';b'Spirit';b'0'
b'0.6796542390260255';b'0.3807564155734675';b'ARXG6L11187FB5695E';b'0';b'SWAMI featuring Asuivre';b'-2.939';b'SOLWQFA12AB01899E8';b'90.008';b'nan';b'4';b'Give It What U Got';b'10'
b'0.6855036304318541';b'0.44673296759009207';b'ARDW5AW1187FB55708';b'0';b'Shawn Colvin';b'-13.256';b'SOTTXNS12AB0187861';b'210.871';b'0.42512465831305757';b'4';b'Another Long One';b'8'
b'0.3845635933924245';b'0.3056626196216217';b'ARKSBCO1241B9CE46E';b'0';b'Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge';b'-13.826';b'SOKPFTZ12A6D4FA141';b'82.422';b'nan';b'4';b'Joy To The World';b'6'
b'0.6051396999641143';b'0.42093775483735935';b'ARU0HTX1187B98B4C6';b'0';b'Lisa Lynne';b'-14.544';b'SOENDOQ12A8C139A41';b'95.981';b'0.7613032180894456';b'4';b'Isla del Luna';b'2'
b'0.7168543517689351';b'0.41423624772199374';b'AR76DOS1187FB5AE78';b'0';b'The Jeff Healey Band';b'-11.488';b'SOFVRCJ12AB018B4DA';b'107.197';b'nan';b'3';b'Hoochie Coochie Man';b'7'
b'0.5425125283523173';b'0.40378423495862525';b'AR1QXAQ1187FB47FAC';b'0';b'Sticky Fingaz';b'-5.947';b'SODTRPJ12A8C1377E9';b'80.149';b'0.6362872244273321';b'4';b'Oh My God';b'6'
b'0.3208553831968501';b'0.2912710299960676';b'ARN8NCB1187FB49652';b'0';b'Lionel Rogg';b'-14.367';b'SOCPGVG12AB018AA84';b'64.401';b'nan';b'4';b'Prelude And Fugue In C Major BWV 531 : Fugue';b'0'
b'0.3539119565362814';b'0.26279850496139084';b'ARO2EDF1187B993BD8';b'0';b'The Black Velvet Band';b'-8.632';b'SOAMXQV12AB018775F';b'122.174';b'nan';b'4';b'Dancing To A Standstill';b'9'
b'0.45404399500343795';b'0.4214151025424071';b'AR9XEVF1187B99D017';b'0';b'Borialis';b'-5.758';b'SORENXV12A6701F61F';b'86.938';b'0.5546547674656118';b'4';b'Hourglass';b'2'
b'0.845601886640232';b'1.0059419659547393';b'ARTDQRC1187FB4EFD4';b'0';b'Black Eyed Peas';b'-4.882';b'SOCHRXB12A8AE48069';b'105.206';b'0.6244254932707666';b'4';"b""Let's Get It Started""";b'11'
b'0.5435161307179269';b'0.40418220665370436';b'ARCFOZ71187FB43A0D';b'0';b'The Dirty Skirts';b'-4.907';b'SOYMMDY12AB01825B2';b'141.936';b'0.30416950343527516';b'4';b'Wake';b'0'
b'0.6940216479070769';b'0.47940767557514763';b'ARODBRG1187FB3FD99';b'0';b'Nick Cave & The Bad Seeds';b'-11.751';b'SOWHYUG12A58A77FAB';b'144.603';b'nan';b'4';b'She Fell Away (2009 Digital Remaster)';b'9'
b'0.585479539749522';b'0.36438492446826576';b'ARW63KF1187B98AC48';b'0';b'Julien Clerc';b'-9.97';b'SODRHHD12AB0189F2A';b'119.896';b'nan';b'5';b'This Melody (Live)';b'2'
b'0.7986451787418826';b'0.5524133455169445';b'AR6G4V01187B9AD086';b'0';b'Queens Of The Stone Age';b'-8.165';b'SOKLLOH12A67020F2C';b'115.606';b'0.7251212835673101';b'4';b'I Never Came';b'2'
b'0.5624637835796072';b'0.3224851056611973';b'AR6Y22S1187B99906F';b'0';b'Smartbomb';b'-2.658';b'SONSPZE12AB01819CE';b'132.022';b'0.0';b'4';b'Complicate It';b'0'
b'0.5164437797727629';b'0.38666909170602387';b'ARF4V431187FB3AA41';b'0';b'Slim Whitman';b'-11.98';b'SOTUBVH12AB018D2EC';b'91.487';b'nan';b'4';b'Indian Love Call';b'3'
b'0.44932361520766173';b'0.34328188178708335';b'ARLWR721187B9A03C9';b'0';b'T.G. Sheppard';b'-15.581';b'SORABMD12A8C136672';b'82.343';b'0.3827232807891977';b'1';b'You Feel Good All Over';b'5'
b'0.44585463135951076';b'0.3475988886835368';b'ARVQ4QM1187B98AD95';b'0';b'Hank Penny & The Lincoln Penny Orchestra';b'-12.69';b'SONRLQH12AB017C232';b'126.523';b'nan';b'1';b'Dixie';b'7'
b'0.7429631523413633';b'0.45339118607533013';b'ARYPWUK1187B98ACED';b'0';b'Emperor';b'-11.051';b'SOQQVQJ12AB0185192';b'89.867';b'nan';b'4';b'Opus a Satana (Part 2)';b'9'
b'0.7282097070640043';b'0.5380702951237828';b'ARBGWMW1187B9AEA3E';b'0';b'Savage Garden';b'-11.215';b'SOMQAGT12A8C132DB4';b'84.69';b'nan';b'5';b'You Can Still Be Free';b'9'
b'0.48100458301758264';b'0.3356518391847009';b'ARI5P4N1187FB3F44D';b'0';b'Suburbs';b'-4.42';b'SOHWGFU12AB017B036';b'183.92';b'0.24906579485370342';b'1';b'Monde De Fou';b'1'
b'0.4205458495228202';b'0.3135693426838017';b'ARHFEBO11F50C4825A';b'0';b'Flor Silvestre';b'-8.133';b'SOJWQIP12A6D4F710A';b'106.049';b'nan';b'1';b'Caricia Y Herida';b'11'
b'0.6069253585317187';b'0.3891007762801808';b'ARWY7I71187FB36C3D';b'0';b'Lesley Gore';b'-9.091';b'SOOOROX12A6D4F8400';b'129.122';b'nan';b'1';"b""It's My Party""";b'9'
b'0.671596269848304';b'0.4810242392118726';b'AR8H87D1187FB3A841';b'0';b'Glen Campbell';b'-11.335';b'SOQGFVO12A8C13C8C3';b'137.29';b'nan';b'4';"b""I'm Gone This Time""";b'1'
b'0.9057768886660886';b'0.5984585009824434';b'ARK9TRQ1187B99C095';b'0';b'Nine Inch Nails';b'-12.951';b'SOKBBXO12A6701DEA0';b'63.017';b'0.6355366486226686';b'4';b'Metal';b'0'
b'0.605109701914858';b'0.39854753538058046';b'AR9AM2N1187B9AD2F1';b'0';b'Inspiral Carpets';b'-8.7';b'SODDZAD12A6701DC4C';b'113.677';b'0.6651722407621973';b'4';b'Commercial Reign';b'2'
b'0.4083890223759677';b'0.13924739387110993';b'ARMBYRO1187FB57419';b'0';b'Nadine Renee';b'-6.693';b'SOYSTDI12A6D4F6500';b'167.92';b'0.19878534876524423';b'4';b'Next Time';b'2'
b'0.6212135105125054';b'0.37425994009152513';b'ARE1N571187B98A47D';b'0';b'Prozak';b'-6.021';b'SOQBQWN12AB0186782';b'88.835';b'0.6068163271702843';b'4';b'Go To Hell';b'8'
b'0.5667964748327188';b'0.38811277380636255';b'ARFTMGO1187B9A777A';b'0';b'Percy Faith';b'-15.578';b'SOFWWGY12AB0185BC5';b'86.141';b'nan';b'4';b'Yesterdays';b'0'
b'0.4004335134580979';b'0.26627528554651025';b'ARNIFX51187FB418EA';b'0';b'Xcultures';b'-16.006';b'SOJRCDU12AB0189D27';b'107.177';b'0.21425344896156936';b'7';b'Smile';b'9'
b'0.8435265433330642';b'0.7503115032482077';b'ARUJ5A41187FB3F5F1';b'0';b'U2';b'-7.614';b'SOZWHVZ12A6D4F90E7';b'134.083';b'nan';b'4';b'Kite Live from Sydney';b'3'
b'0.5892596782086101';b'0.38958978111331777';b'AR8XG9J1187FB418C1';b'0';b'Jerry Butler';b'-13.135';b'SOKLQWF12A8C1423F2';b'105.24';b'0.0';b'4';b'Moon River - Original';b'2'
b'0.411875463168056';b'0.2958898118327957';b'ARHSS201187B98A8CC';b'0';b'Yvette Horner';b'-6.893';b'SORQLMX12A8C133FCD';b'162.385';b'nan';b'1';b'La Plus Bath Des Javas';b'7'
b'0.6795192077928062';b'0.491828704353138';b'ARBM57Q1187B9AF97C';b'0';b'James Horner';b'-38.525';b'SOVTGXQ12A6D4FB9CA';b'90.084';b'0.5452302938983613';b'1';b'Atmosphere Station';b'9'
b'0.5217122143644578';b'0.3513450770925733';b'AR97EHA1187B98AD5F';b'0';b'Blind Blake & The Royal Victoria Hotel Calypsos';b'-7.108';b'SOHULHF12AB017F6CF';b'101.492';b'0.0';b'4';b'Oh Look Misery';b'7'
b'0.8291354220748781';b'0.5582983481283147';b'ARMBTFC1187FB56343';b'0';b'Korn';b'-5.912';b'SOVHRBI12A81C22E02';b'160.022';b'nan';b'3';b'Ever Be';b'10'
b'0.7804617487770407';b'0.5742747305168561';b'ARMQHX71187B9890D3';b'0';b'Mastodon';b'-3.937';b'SODYZIU12A8C13FBD9';b'89.78';b'0.7841946159560662';b'4';b'Shadows That Move';b'2'
b'0.717991695486114';b'0.4977114441406651';b'AR5J8XN1187B9B712E';b'0';b'Extreme';b'-9.334';b'SOEETVW12A6D4F93B8';b'120.097';b'0.6217655825179751';b'4';"b""Teacher's Pet""";b'1'
b'0.5990199587515855';b'0.37486261636349727';b'AREW1KO1187B98E42E';b'0';b'The Irish Tenors';b'-19.794';b'SOBMHTY12AC9097B7C';b'152.258';b'0.0';b'4';b'Mountains Of Mourne';b'10'
b'0.6098164034430794';b'0.5603808051579506';b'AR4B3RX1187B9A868A';b'0';b'Alexandre Desplat';b'-16.942';b'SOJTIKK12A8C13B15E';b'128.173';b'nan';b'4';b'Palmer enqu\xc3\xaate';b'7'
b'0.7208086974926082';b'0.4671335192037262';b'ARED2DG1187FB3CB4D';b'0';b'Tantric';b'-1.843';b'SOLKTEK12AB018BE1A';b'106.698';b'0.4471357962861778';b'1';b'Walk Away';b'2'
b'0.45470991102879554';b'0.2928015391228553';b'ARE2BVT1187B9AC9A2';b'0';b'Little Joe';b'-10.274';b'SOQAHUW12AB0181F04';b'106.398';b'nan';b'3';b'Loco (Crazy)';b'5'
b'0.7111657865776896';b'0.46682699252718746';b'ARBJSO81187B9BA09B';b'0';b'Soda Stereo';b'-3.818';b'SOFBQIA12AB0182219';b'175.421';b'nan';b'1';b'Te Hacen Falta Vitaminas';b'11'
b'0.47157728151262823';b'0.33708930033210055';b'ARVNDLR1187B99CA1B';b'0';"b'Dolce; Oscar G.'";b'-5.602';b'SONWQQX12AC3DF6762';b'127.278';b'nan';b'4';b'Fire (Oscar G Space Vocal Mix)';b'11'
b'0.37801315213885595';b'0.3394084863551408';b'AREYIHC1187B99CE0B';b'0';b'Brazilian Tropical Orchestra';b'-10.229';b'SOPBKEB12A6D4FD777';b'236.006';b'0.0';b'4';b'One Less Bell To Answer';b'5'
b'0.5749739006961437';b'0.42251494013072466';b'AR4CG3B1187FB5B861';b'0';b'The Avengers';b'-9.965';b'SOOZLTC12A6D4FBE91';b'192.688';b'nan';b'4';b'Juoksuhauta-twist (El\xc3\xa4m\xc3\xa4 juoksuhaudoissa)';b'10'
