song id;artist;song
SOIBAKV12A8C142CE7;Slightly Stoopid;Jimi Baby
SOJARRO12AC90756C5;Ol' Dirty Bastard;Hippa To Da Hoppa [Explicit Version]
SOTNBNN12A6D4F6CC7;N.W.A.;A B***** Is A B***** (Edited)
SOXHXRG12AC46898A7;Liquid Spill;Words- Till the mornin' comes Mix
SOSIVYG12A6D4F93A9;G-Unit;Poppin' Them Thangs
SONCELS12A58A7D2A7;Deftones;No Ordinary Love (Remastered LP Version)
SOLXQSB12A8C133A2D;Lyrics Born;Over You (feat Joyo Velarde_ prod DJ Shadow)
SOEPVWS12A6D4FAFC4;William Orbit;Love My Way
SOISFRK12A6D4F573D;AFI;Affliction
SOVKTLW12A6310E32D;William Orbit;Harry Flowers
SOXCQIQ12AB017D8DB;Seal;When A Man Is Wrong (Album Version)
SOGAALD12A6D4F58F2;The Mars Volta;Caviglia
SODJUSQ12A8AE486C6;Eurythmics;Missionary Man
SOTFZEZ12A6D4F79CF;The Roots;The Ultimate
SOBBFWL12A8C140087;"Daler Mehndi;Chitra";Rang De Basanti
SOMQPCE12AF729A73F;The Radio Department;I Don't Like It Like This
SOZXKFE12A6D4F71FC;Joe Graves & The Diggers;Witchcraft (1997 Digital Remaster)
SOCXBQG12AF72A7CBD;Cake;Arco Arena
SOHJEIX12AB017F997;Creedence Clearwater Revisited;Proud mary
SOHPQKD12A8C143939;The Crystal Method;More
SOJWGBZ12AB018B730;The Crystal Method;Realizer
SOHTWIB12A8AE46192;Eagles;You Never Cry Like A Lover (LP Version)
SOBKIMB12A8C136DE9;Foo Fighters;X-Static
SOYYIZT12A8C1408CA;Foo Fighters;Next Year
SORKXVV12A8C134C70;Jane's Addiction;Price I Pay
SOWCTVQ12A8C134C64;Jane's Addiction;True Nature
SORCBRS12A8C138350;Brooke Valentine;Taste Of Dis (Explicit Version)
SONTBYE12AB0182855;Esperanza Spalding / Leo Genovese;Love In Time
SOITXNB12A8C144ECD;Graham Central Station;It's Alright
SOWSIVF12AB018D3D1;Architecture In Helsinki;Need To Shout
SOMRYSL12AB01852A8;The Tragically Hip;Ahead By A Century
SOBRBOP12AB018ABA1;Bumblefoot;Abnormal (Acoustic)
SOJBYED12A6D4FBE81;Josh Turner;Softly And Tenderly
SOLEETW12A6D4FB2FE;My Chemical Romance;House Of Wolves (Album Version)
SOYCTRU12A6701DA91;New Order;Guilty Partner
SOHANRI12AB0186668;Caspa;Back to '93
SOTKJLB12A6D4F785A;Badmarsh & Shri;Dancing Drums
SOXVSTI12A6310ECC7;Eminem;Ricky Ticky Toc
SOUWYFC12AB0181DAD;V V Brown;LEAVE!
SOAWVZG12A8C1443A5;Zeca Baleiro;Proibida Pra Mim (Grazon)
SOJMUAU12A67ADBD12;Las Niñas;Castillos Y Sueños
SOOFUMT12A8C133296;NOFX;We March To The Beat Of Indifferent Drum
SOPHMRL12AB017E87B;New Found Glory;Don't Let Her Pull You Down
SOPIKEG12A58291636;NOFX;Stickin In My Eye
SORSFTZ12A8C1391C5;NOFX;My Heart Is Yearning
SOUVHAM12A6D4FA42A;Deftones;Korea (LP Version)
SOEKVHT12AB018D3D0;Glad;O For a Thousand Tongues
SOAEGMV12A8C1455F2;Berlin;Blink Of An Eye (Alternative)
SOEWLTH12A6D4F8E29;Jongo Trio;Morena Boca De Ouro
SOMBFHE12A8C13A99B;Galactic;Think Back
SOFBBXV12A81C21835;Cal Tjader;Manuel's Mambo
SORZBEO12A8C142A98;Lonestar;Somebody's Someone
SOZEWXT12A6D4F9917;Fito Paez;Tercer Mundo
SOZCTXZ12AB0182364;Elena;Setanta matins
SOVKCHA12A58A7D703;Juana Molina;Quiero
SOXHJSF12A8151C96E;Juana Molina;Micael
SOHPCSX12A8C13F224;EPMD / Nocturnal;Dungeon Master
SOMSOXH12A67ADD011;Sunidhi Chauhan / Anu Malik / Jatin Sharma;Dekh Le
SOPTYJX12A6701CDC6;Coldplay;Things I Don't Understand
SOVQWEN12A8C141BD9;DMX;Damien
SOHMODT12A8C13735C;Roy Buchanan;Hey Joe
SOTBDQJ12A8C136EAF;Musical Youth;Never Gonna Give You Up
SOXHMJM12A58A7A33A;Phil Collins;Dance Into The Light (LP Version)
SOGWNKK12A6701D95A;Snow Patrol;Half The Fun
SOOSTAD12A8C133F0B;2raumwohnung;Mädchen mit Plan
SOUDSJF12A8C13C36D;2raumwohnung;Ja (Hanno's Poppersmonstermix)
SOGCCDG12AB0180441;Toby Love featuring Rakim & Ken-Y;Tengo Un Amor
SOFOAIA12A8C136186;Nickelback featuring Kid Rock;Saturday Night's Alright (For Fighting)
SOOSFFJ12A8AE46BA1;Jane's Addiction;Ain't No Right ( LP Version )
SOEONAT12A8AE48F90;Trivium;The Deceived
SOHRKRG12A6310F103;Placebo;Where Is My Mind (XFM Live Version)
SOPVYZH12AB017C34D;Ann Hampton Callaway;Time After Time
SOHCYND12AF72A3CD9;Sick Puppies;Deliverance
SOWMQTJ12AB0184323;Sick Puppies;Master Of The Universe
SOBJCMO12A6D4F756F;Taking Back Sunday;Spin (Album Version)
SOSZHGZ12A8C13B75E;Plasmatics;Dream Lover
SONAEER12A67020459;Red Hot Chili Peppers;Emit Remmus (Album Version)
SOIAJUT12A8AE4888C;Café Quijano;Hablando A Un Cristal
SOIFHON12AB0185C5F;The Game / Nas;Letter To The King
SOHMBBX12A58A7926C;Nightwish;Sleepwalker
SOCWZCV12A58A7AB87;The Crystal Method;Keep Hope Alive
SOFAQLG12A8C13AC04;The White Stripes;Im Slowly Turning Into You
SOHJHIQ12A6310E147;Thomas Dolby;She Blinded Me With Science
SOLWQFA12AB01899E8;SWAMI featuring Asuivre;Give It What U Got
SOBVXQL12A6D4F7FC0;Gym Class Heroes;New Friend Request (Amended Version)
SOABLAF12AB018E1D9;Alice In Chains;Lesson Learned
SOBMXRG12A6D4F9517;Bryan Ferry;Don't Want To Know (1999 Digital Remaster)
SOSSNMA12A81C228AB;Wolfchant;Guardians Of The Forest
SOFMCTW12A8C139DDA;The Chieftains;The Raggle Taggle Gypsy
SOYIUPV12AF72AC56B;Michael Jackson;Tabloid Junkie
SOPXTAX12A6D4F573B;AFI;Summer Shudder
SOCKUUJ12A6D4FA41C;Deftones;Lotion (LP Version)
SOFRAZJ12A8C143CDB;Boyz II Men;On Bended Knee
SOLVZZO12A8C130E19;Dixie Chicks;Give It Up Or Let Me Go
SONQXNP12AB017F81B;Stephen Marley / Damian Marley;The Mission
SOWDYUR12A8AE481CB;Terror Fabulous;Position
SOHAVVY12A8C1422E6;Bersuit Vergarabat;De Onda
SOHDNUO12AB0183EC1;Bersuit Vergarabat;Bolivian Surf
SONTEWC12AB0186E51;Bersuit Vergarabat;Sencillamente
SOQPTOJ12AB017DE93;Gustavo Cerati;Médium
SODRQHM12A8C1343AD;The All American Rejects;The Future Has Arrived
SOJYWZM12A8C13D52A;K'Naan;Is It A Myth?
SOFRBZI12AB0186AE8;Charlotte Gainsbourg;IRM
SOSYGHA12AB0186AEC;Charlotte Gainsbourg;Le Chat du Café des Artistes
SOCVTCQ12AB01848FC;Neil Diamond;Song Sung Blue
SOKJUZQ12AB0185E37;Fever Ray;When I Grow Up
SOPWCJF12AB0183997;John Williams;Old Man Rocking Chair
SOOLVIB12A8C1408E2;Alice In Chains;Brother
SOHOXXV12A6701BEBF;Spinal Tap;The Majesty Of Rock
SOWZPSA12AB0187979;Panic At The Disco;I Constantly Thank God For Esteban [Live In Chicago]
SONEAJZ12B0CEB476A;Liars;A Visit From Drum
SORUEDG12A8C13CFEF;Liars;Leather Prowler
SOCLAYI12A6310F138;Placebo;Slave To The Wage
SORRZGD12A6310DBC3;Gwen Stefani;Harajuku Girls
SOEZXGQ12AAA8C65E3;Van Halen;House Of Pain
SOBFTUR12AB0184285;Year Long Disaster;Stranger In My Room
SOCHBAR12AB0187BA9;Madonna;Into The Groove
SORJAAC12AB0184C9E;4Him;You Are Holy
SOGNSLP12A6D4FD729;All Shall Persih;The True Beast
SOKUUOE12A6D4F80EB;Devo;Sloppy (I Saw My Baby Gettin')
SOSIMGO12A6D4FB491;Billy Bragg & Wilco;She Came Along To Me (LP Version)
SOYTPEP12AB0180E7B;The Shangri-Las;Twist and Shout
SOZNESJ12A6D4FD187;Atreyu;Nevada's Grace (Album Version)
SOFHWIG12AB01855B5;The B-52's;Tell It Like It T-I-IS (Album Version)
SOIAQFI12AF729E236;Pepper;Musical 69
SOMBWDW12A6D4F7248;Jazzy B;Soorma
SOFOBSK12A8C1447C4;It Dies Today;One the road (to Damnation)
SOEBCQH12A8AE46E5C;Andy Andy;Maldito Amor Featuring Tito El Bambino (Version Urbana)
SOKIHTB12A8C1397CF;Foo Fighters;Overdrive
SOQSNYP12A8AE47348;My Chemical Romance;You Know What They Do To Guys Like Us In Prison (Album Version)
SOOBDVS12AB0188EA4;Jimi Hendrix;Lullaby For The Summer
SOMHOLR12A6D4FBE6A;MIMS;This Is Why I'm Hot (The Original) (Single Version) (Edited)
SOBUPWX12AB0188E71;Norther;Fuck You
SOUDYXE12AB0183777;Vinícius de Moraes;Minha Namorada
SOLXSAG12AB01874BD;Michael Jackson;Morning Glow
SOUQYYT12A8C13BA09;Thrice;Betrayal Is A Symptom
SOXZMDS12A8C1354C7;Eno;Baby's On Fire
SOXLBJT12A8C140925;Tesla;Caught In A Dream
SOAJKRD12A8C138AAF;Jim Jones / Chink Santana;Dont Push Me Away
SODAMJC12A6D4F9E2F;Bobaflex;Medicine
SOTEMIJ12AB01851E4;Jimmie Vaughan;Kinky Woman
SOHRYJO12A8AE45E9D;Fun Lovin' Criminals;Love Unlimited (Remix) (Explicit)
SOLHRRP12A6D4F4A3B;Bas-Sheva;Lust (1995 Digital Remaster)
SOMOSOM12A8C13D618;The Bug Featuring Ricky Ranking;Judgement
SOWCLTO12A67021CEC;Dave Hollister;One Woman Man
SOWYFAX12A6D4F7A3D;The Starting Line;A Goodnight's Sleep
SOKSSEC12AF72A3D89;Rise Against;Intro/Chamber The Cartridge
SOHASMZ12A8AE48671;Annie Lennox;Erased
SOJLMEY12A6D4FB027;Foghat;Dead End Street
SONYFHJ12A8C13CAB8;Facto Delafe y las flores azules;Desde el este
SOOJXKD12A58A7AB3C;Jeremy Spencer;It Hurts Me Too
SOSPNDI12AB017F769;Los Fabulosos Cadillacs;Noches Arabes
SOVLDMX12A8C141DB5;Ice Cube;When Will They Shoot? (Explicit)
SOHKNRJ12A6701D1F8;Tweeterfriendly Music;Drop of Rain
SOKDPUY12AB0184594;Bryan White;God Gave Me You (Single/LP Version)
SOFIGYP12A6D4FA5C7;Vangelis;Twilight
SOTHGTJ12A8C13399D;Warrant;Cherry Pie
SOQMMLD12AB017F3CC;Seal;Still Love Remains (Album Version)
SOIGKCB12A6310F113;Coldplay;A Rush Of Blood To The Head (Live In Sydney)
SOPRMDL12A8C13CAF6;The White Stripes;A Martyr For My Love For You
SOMAGRE12A6D4F8C60;John Ottman;The People You Care For
SOEUEUI12A6701E4AB;Handsome Boy Modeling School;I've Been Thinking featuring Cat Power (Album Version)
SOUFIZZ12A6D4FB02B;Foghat;Zig-Zag Walk
SOSAZTX12A67ADBEE0;Jason Mraz;Song For A Friend (Live From Montalvo)
SOGRXZY12A8C139043;Simply Red;Thrill Me
SOFYIQI12A6D4F8D85;Charlotte Gainsbourg;Tel Que Tu Es
SOHOOPX12A58A7951E;Photek;124
SOHCAJI12AB017EF9A;Spitfire;Tanzen
SOSDZUS12A8C13AE10;K-OS;B-Boy Stance
SOYTUNS12A8C134C16;Mariah Carey;Honey
SORTPHZ12A8C13D374;Plies;I Am The Club (Explicit Album Version)
SOAPDWC12AC468BB3B;Benga;The Future
SOTSHSR12AB01899B6;Eyes Set to Kill;Play The Part
SOZMKQQ12A8C142021;The Hollywood Brats;Empty Bottles
SOCHDNX12A67ADA90D;Mase;What You Want [feat. Total] (Album Version)
SOGPEMQ12A67020412;DMX;Look Thru My Eyes
SOMCYNS12A58A7B8BE;Mase;Wanna Hurt Mase? (Album Version)
SOSUVCW12A8C13580D;Jack Off Jill;Horrible
SOBGXEU12A8AE45903;Beenie Man Featuring Janet Jackson;Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson)
SOBOCAG12A6BD55D56;Bone Thugs-N-Harmony / Akon;Never Forget Me
SOTZFYX12A6D4F71DE;Juelz Santana / Freekey Zeekey / Monique Garnett;Dipset (Santana's Town) (Skit)
SOVNFJP12AF72A6545;Juelz Santana;Lil' Boy Fresh
SOZTULX12A6701E7EF;Mariah Carey;Clown
SODTRPJ12A8C1377E9;Sticky Fingaz;Oh My God
SOFTXIE12AB017AEB1;Wolfmother;Cosmonaut
SOSJQKV12A8AE46270;Christina Aguilera;Walk Away
SOIOCUC12A8C13EDAA;The Misfits;Halloween II
SORZYYB12A6D4FA42E;Fat Joe;Hard Not 2 Kill (Explicit)
SOCXKCF12AF729F898;Long Beach Dub Allstars;Kablammin' It
SOBHHSV12A8C142BF5;Los Amigos Invisibles;Ultra-Funk
SOQCQNU12A8C138694;Toni Braxton;He Wasn't Man Enough
SOSOSQO12A8C13A23A;Johnny Osbourne;Mr. Marshall
SOBJTHI12A8C133758;Philip Glass;Concerto For Saxophone (Quartet Version): Movement IV
SOCXOJF12A6D4FCD91;Porcupine Tree;Strip The Soul (album version)
SOESALW12A6D4F7BBD;Thrice;All That's Left
SOLCIZY12A6D4F6A61;Emilio;Mira Nina
SOQGLWB12AF72A632B;Thrice;The Earth Will Shake
SODKZLY12A8C13F228;EPMD;Jane 5
SOXCDGN12A8C140A48;Equilibrium;Prolog auf Erden
SONCUSG12A6D4F9316;El Gran Silencio;Recordar Es Vivir
SOQYEDW12A6D4F8D64;Gunther & the Sunshine Girls;Teeny Weeny String Bikini
SOXVRHB12A8C13F14B;Kraftwerk;Titanium (2009 Digital Remaster)
SOAEEXM12A8C13D6E3;The Bug Featuring Spaceape;Fuckaz
SOJGCRU12A8C1323B7;Bob Dylan;New Pony
SOACUIU12A6D4F715B;Devo;Going Under
SOCJDLS12A8AE468B4;Mudhoney;When Tomorrow Hits (Album)
SOFQOAR12AC4688316;Bloomfield;Boulevard St. Germain
SOPFOHF12A6D4F6538;Slim Whitman;As You Take A  Walk Through My Mind
SOQMDJS12A8C138341;Helmet;Tic
SOBACYS12A8C13D6A4;Del The Funky Homosapien;Why You Wanna Get Funky...
SOTMYBJ12A58A7A667;Baroness;The Sweetest Curse
SOZTUDR12A8C13FE3F;Alex Ubago;Temblando
SOIFDWL12A6D4F8A98;Fun Lovin' Criminals;We Have All The Time In The World
SOJZTXJ12AB01845FB;Tito Puente;China
SOVQEYV12AF72A06B2;Crowbar;No Quarter
SOKEXTF12A8C13AE7E;Bebo & Cigala;Inolvidable
SOZSSCO12AF72A554D;Scar Symmetry;The Three-Dimensional Shadow
SOJISRJ12A8C1323D7;Hatebreed;As Diehard As They Come (Album Version)
SOYBTCQ12A8C1323B8;Hatebreed;Destroy Everything (Album Version)
SOYWICF12A8C13BDD7;Hatebreed (int License);Beholder of Justice (Album Version)
SOZLPVU12A6D4FD279;Hatebreed;Mark My Words (Album Version)
SOQBOUQ12A8C1372F4;Weedeater;Monkey Junction
SOQSYGY12A8C137E0F;Selena;Como La Flor (2005 Re-mastering) (Live)
SOMQUCX12A6D4F89B6;Photek;Terminus
SOAPQSY12A6310E055;R.E.M.;Stumble
SOCDDCO12A6D4FBCF4;Elvenking;Pathfinders
SOWGWCP12A6D4F860D;M83;I'm Happy She Said
SOBFZKC12A6D4FC1F7;Steel Pulse;Man No Sober (LP Version)
SOCXWEG12A6D4FBEA3;Taking Back Sunday;I Am Fred Astaire (Album Version)
SOKQFBG12AB0181409;Converge;Dark Horse
SONMZBU12A58A7D2D3;Jason Michael Carroll;No Good In Goodbye
SOLOEUN12AC95F02CE;Tech N9ne;Elbow Macaroni (Skit)
SOILGAJ12A6D4F79D8;The Roots / Jaguar;We Got You (Featuring Jaguar)
SOULCSR12A58A7AAB7;KALIMBA;No Volveras A Mi
SOSHGBG12A8151BD89;3 Doors Down;Who Are You
SOWCGOU12A81C2194D;Fruko Y Sus Tesos;A La Memoria Del Muerto
SORYAVK12A8C13A10E;STEVE CAMP;Judgement Begins With The House Of God
SOYIXMY12AF72A0734;Bruce Springsteen;Working On The Highway
SOIIXNV12AB018265A;Unearth;Crow Killer
SODHTCY12A58A7F125;Alicia Keys;Karma
SOAXMZC12A6D4F67A6;Kenny Rogers;The Son Of Hickory Holler's Tramp
SOJCUFH12AB0186BF1;Jimmy Hughes;Neighbor_ Neighbor
SOPGSBP12A6701F741;Naughty By Nature;Guard Your Grill (LP Version)
SOWNOXA12AB0184353;The Almost;Summer Summer
SOFECIK12A6701DA51;DMX;I'ma Bang
SOGZZEA12AB0182864;Esperanza Spalding / Leo Genovese;If That's True
SOPWGTF12A58A7D658;Cracker;Dr. Bernice
SOBPTED12A6D4F99C7;Phil Collins;You Can't Hurry Love (Live)
SOCZFXN12AB017D7AD;TYR;Grial II
SOEHISP12AB0188417;AFI;Darling_ I Want To Destroy You
SOKAVYA12AB0188454;AFI;Too Shy To Scream
SOWQSUC12A6D4F969C;Dinosaur Jr;Green Mind
SOKPXQU12AB0187ED6;Alexandre Desplat;Hidden Documents
SOGRIWH12A8C1318AD;Móveis Coloniais de Acaju;Perca peso
SODSHVF12A8AE481D2;Shaggy;Criteria
SOUECYK12AAF3B3AC7;Pacha Massive;Don't let go
SOGPGIO12A81C21C22;Zbigniew Preisner;Leaving The Docks
SORYBLZ12AF72A4286;Showbread;Nothing Matters Anymore
SOOYKEK12A8C13B1DD;Wyclef Jean featuring Prodigy of Mobb Deep;Rebel Music
SOPSDCQ12A8C135CB6;Wyclef Jean featuring Butch Cassidy and Sharissa;You Say Keep It Gangsta
SOAAEHR12A6D4FB060;Soundgarden;Slaves & Bulldozers
SOPANEB12A8C13E81E;Alice In Chains;God Smack
SOGRTXS12AB017CCFC;Pedro Luis e a Parede;Soul
SODWXQV12A6310F10D;Placebo;English Summer Rain
SOTJEIC12A8C139054;Los Del Rio;Macarena
SOLLOTO12AB01804C6;Grizzly Bear;Deep Blue Sea (Daniel Rossen home recording)
SOAOXTG12A67021AA7;Ms. Dynamite / Kymani Marley;Seed Will Grow
SOQIDEF12A8C139B23;Britney Spears;Don't Go Knockin' On My Door
SOTGMEB12A8C13B4CC;Belphegor;The Sukkubus Lustrate
SOUGZRZ12A81C21052;Soilwork;As The Sleeper Awakes
SOGCZSL12AB018572C;BigElf;Superstar
SOAEQKJ12A58A761EA;The Game feat. Jim Jones Camron & Bezell;Certified Gangstas (featuring Jim Jones Camron & Bezell)
SOCLFNX12A8C144A03;Ximena Sarinana;Mediocre (Version original)
SOUNTXT12A8C138FC2;RUN-DMC;Can I Get A Witness
SOAXBAE12A6D4F79C3;K-OS;Heaven Only Knows
SOXVFFI12AF72A1065;Dax Riggs;Didn't Know Yet What I'd Know When I Was Bleedin'
SOZWAMN12AB018234D;RUN-DMC Featuring Jagged Edge;Let's Stay Together (Together Forever)
SOGPXXQ12AB0180CC6;Delbert McClinton;He Will Break Your Heart
SOEPXYF12AB01821CA;Nicholas Hooper;"Of Love & War (""Harry Potter & The Half-Blood Prince"")"
SOFEMZZ12AB01886A8;Alexandre Desplat;Meeting Daisy
SOPRYHK12A8AE47858;Richard Hawley And Death Ramps_ Arctic Monkeys;Bad Woman
SOWPSXC12A6D4FB04D;ATB;Collides With Beauty
SOHXASU12A6D4F6B1C;Semisonic;If I Run
SOJPNCH12A67AE0E21;Ayo;Watching You
SODPLYE12AB01898FB;Blink-182;A New Hope
SOFPTCN12A8C13BD3C;León Gieco;Ruta Del Coya
SOYZOXW12A8C13E195;Donny Hathaway;Little Girl (LP Version)
SORXWBT12AF729EE75;The Fabulous Thunderbirds;Mathilda
SOHFZQQ12A58A7FA07;Alexandre Desplat;High-Speed French Train
SOLMXIE12A8C1429A8;Circle Jerks;Question Authority
SOMWYRR12A8C143501;Circle Jerks;Paid Vacation
SOZMELK12A8C143532;Circle Jerks;Group Sex
SOLQVLD12A58A7610B;The Ataris;Secret Handshakes
SOYCFVX12A8AE45C63;The Ataris;Whatever Lies Will Help You Rest
SOZHSPI12A8C1339E6;A Skylit Drive;Ability To Create A War
SOFLDSU12AC4689B1C;DJ X-Change featuring DJ Omega;At the Club
SOCSXZF12AC468D3E3;Daddy Yankee;Descontrol
SOJCRRD12A58A7D438;Ricardo Arjona;Ayudame Freud
SORAWCY12AB0188DDA;Guaco;Venite Pa' Maracaibo
SOGOVUN12A8AE46B43;Teenage Fanclub;I Don't Know
SOERCEY12A8C1413E5;Ginny Owens;Long Way Home
SOSYKKS12A8C1388DF;Kenny G;I've Been Missin' You
SODREIN12A58A7F2E5;King Curtis;A Whiter Shade Of Pale (Live @ Fillmore West)
SOEHBCX12AB0181B89;"Ricky Martin Feat. La Mari de ""Chambao";Tu Recuerdo
SONJMCI12AB018B16A;Porcupine Tree;Remember Me Lover (Album Version)
SOYLCKM12A8C1346FF;Billy Bragg;This Guitar Says Sorry
SOSZHRE12AB018BB5F;Boney James And Rick Braun;Shake It Up (Album Version)
SODLHUG12A6D4F7BB7;Brand X;Hate Zone
SOADJND12A8C13BAE1;Bad Religion;The Lie
SOHHANU12A58A77C66;Mastodon;The Czar: Usurper/Escape/Martyr/Spiral (Album Version)
SOSKUNI12AB0187F12;Rise Against;Amber Changing
SOWYQOV12AF729E1A1;Bad Religion;You Don't Belong
SOYCSXH12AC3A4DF57;Melissa Auf der Maur;The Key
SORIYMI12AB0185013;Cats In Boots;Shotgun Sally
SOCSLKG12A6D4F5954;Maroon 5;Through With You
SOBNMQD12A8C134323;Ricky Martin;She's All I Ever Had
SOHQAKK12A8C131323;System of a Down;War?
SONLBRH12A6D4FBAEE;David Meece;Prelude (Learing To Trust Album Version)
SOMLGKF12AB017DF3C;Radiohead;Vegetable (Live)
SOVMXWO12AB0181DC9;Radio Moscow;Broke Down
SOMMXAD12A58A76FBF;Story Of The Year;Meathead (Album Version) (Non-PA)
SOUJKAH12A6701F2A5;Static-X;Control It (Album Version)
SOABRXK12A8C130A36;Alexander O'Neal;Saturday Love
SOJRJDG12AF72A7B93;George Michael;Praying For Time
SOOEXUJ12A6701E77F;Nick Cave & The Bad Seeds;Loverman
SOOUUQC12AF72A56E3;Nick Cave & The Bad Seeds;The Hammer Song (2010 Digital Remaster)
SOQEATT12A6D4F56DD;Screaming Lord Sutch;Murder In The Graveyard
SORJGIG12A8AE46ABB;Josh Groban;Mi Morena (Revised Live Version)
SOQKQJU12A58A7D262;Stone Temple Pilots;Down (LP Version)
SOEYFCZ12AB017D780;The Antlers;Stairs To the Attic
SOZCYOO12AB017D77B;The Antlers;The Carrying Arms
SOPHMCZ12A81C21C54;Groucho Marx;Selling Jolson A Baseball Team
SOMFBRG12A6D4F9014;Lighthouse Family;Run
SOPTTLQ12A58A7B12B;Pennywise;6TH Avenue Nightmare
SOQZOZZ12A6D4F8134;Pennywise;Lies
SOSELXM12A6D4F8129;Pennywise;Yell Out
SOCICGI12AB018AB36;De La Soul / MF Doom;Rock Co.Kane Flow
SODUYOC12A67ADC8ED;Scar Symmetry;The Illusionist
SOOPLJP12AB017EC77;Joe Bonamassa;When She Dances
SOOHOXD12A6310E8C6;Electric Light Orchestra;Queen Of The Hours (2001 Digital Remaster)
SOLYAYO12A8C13C04D;G-Unit;I Don't Want To Talk About It
SOXMMST12AB017F420;Eric B. & Rakim;Follow The Leader
SOCDAIR12A8C131F89;Jason Mraz;The Dynamo Of Volition [From An All Night Session]
SOGKIWV12A6D4F86C4;The New York Dolls;Human Being
SOKLDSG12AB0188032;Alex Gopher;Song For Paul
SOPVANN12AB0186E36;The In Crowd;Back A Yard
SODFEAT12A8C139306;Bad Religion;Doing Time (Album Version)
SOTFFLU12A679AE5C4;Patty Griffin;Let Him Fly
SOSSQKN12A6310F224;Funeral For A Friend;Your Revolution Is A Joke
SOLGKUS12A8C1436EE;Spongebob Squarepants;Ripped Pants
SOAHYMX12AB0182021;Basement Jaxx;Sfm
SOHGOUQ12A8C145269;Pat Metheny;Letter from Home
SOJLTFB12A6D4F91FC;VHS Or Beta;Forever
SOYEDIE12A8C142C36;Usher featuring Jermaine Dupri;Chivalry
SOANUME12A8C1368DF;Kings Of Leon;Day Old Blues
SOMIVSA12A8C1419AA;Mart'nália;Cabide
SONKLLM12AB0188175;Sade;Morning Bird
SOBOVLS12A58A794F3;Jane's Addiction;Standing In The Shower... Thinking ( LP Version )
SOXRBZT12AB0180256;Jane's Addiction;Ocean Size [Demo]
SOTCFPV12A8C13CE08;Marc Lavoine;C'est La Vie
SODLBPC12A8C13E618;Talib Kweli;Say Something [featuring Jean Grae] (Album Version)
SODNUSJ12A8C137B05;Blind Willie McTell;Boll Weevil
SOHWWOM12AB0186627;Daniel Johnston;Story Of An Artist (Don't Be Scared)
SOTDNWF12AB0186452;Atari Teenage Riot;Revolution Action
SOWRHSP12A58A77A73;Commander Cody And His Lost Planet Airmen;Too Much Fun
SOCQYRC12A67ADB469;Noisettes;Bridge To Canada
SOPVOHK12A6310D84C;Less Than Jake;Automatic
SOVAHZK12A6310F23C;Radiohead;Fake Plastic Trees (Acoustic Version)
SOXWZRB12A67ADAF43;Saosin;Bury Your Head (Acoustic)
SOZDDPQ12AF72A8BA8;Jimmy Wayne;Are You Ever Gonna Love Me?
SOQKTJJ12AB0181488;Alfredo Kraus;"Los De Aragón: ""Los De Aragón"
SOUSXAY12A8C1358FA;Shakira;Poem To A Horse
SOCUBIC12A8AE45AF0;The Clash;Lose This Skin
SOAASSD12AB0181AA6;Percy Faith & His Orchestra;Song From Moulin Rouge
SOZSKYN12A8C13A883;Martina McBride;God's Will
SOUXWHI12AB018DBF6;Sundial Aeon;love shelter
SOYPREH12A6D4F6EF4;Phil Spector;Spanish Harlem
SOLETWK12AF72A1079;Stephen Marley;Mind Control
SOJUGKQ12A8C13A83A;Angelo Badalamenti;Dinner Party Pool Music
SOPZQHN12A6D4F84CA;Fort Minor;Introduction (Album Version)
SOYDHCW12A6D4F9A2E;Angelo Badalamenti;Jeffrey's Dark Side
SOCCXXA12A58A762B2;Ashton Shepherd;Old Memory
SORTOKQ12AF72A545B;Julie Roberts;Unlove Me
SOITMUQ12AB017DED6;Thomas Dolby;Windpower (2009 Digital Remaster)
SOQEDJW12A6D4FB3F3;Darryl Worley;Those Less Fortunate Than I
SOCRYER12A6701CD40;Dilated Peoples;World On Wheels
SORJGVR12A58A7C3C8;Dilated Peoples Featuring Devin The Dude;Poisonous (Edited) (Feat. Devin The Dude)
SOPGYHQ12A8AE47B30;Sade;All About Our Love
SOBLXLK12A6D4F746E;Frank Ifield;Yodelling Mad (2002 Digital Remaster)
SOHMWZN12A8C13C088;Dropkick Murphys;The Burden (Album Version)
SOGLETQ12AB0186E93;Lunasicc;Pose No Threat
SOJBRYI12A6D4F80EF;Devo;Soo Bawlz
SOXECRP12AB017EADA;Donnie McClurkin;Psalm 27
SOCWGLQ12A8C13D14A;Aiden;She Will Love You (Album Version)
SOFQTGN12A8C13E0E8;Eyes Set to Kill;Liar in the Glass
SOGHTLP12AB0187CE8;Nicho Hinojosa;Tus Viejas Cartas
SOKNWHQ12AB017CC6C;Java;Hawaï
SOUPQHK12AB017CC62;Java;Pépètes
SOIXLNS12A8C146E42;Less Than Jake;Fucked
SOKYUHC12A58A79AD3;Reel Big Fish;Veronica Sawyer (Album)
SOGRKPG12A58A7ADF7;The Rolling Stones;Around And Around
SOBANXX12A8C1388F9;The Distillers;The Blackest Years (CD only hidden track)
SOYCOEX12AB018B5DF;The Dillinger Escape Plan;Parasitic Twins
SOZXTKD12A8C13FC43;The Dillinger Escape Plan;Sugar Coated Sour
